"dbn","school_name","school_type","enrollment","survey_pp_RI","survey_pp_CT","survey_pp_SE","survey_pp_ES","survey_pp_SF","survey_pp_TR","QR_1_1","QR_1_2","QR_2_2","QR_3_4","QR_4_2","QR_1_4","QR_1_3","QR_3_1","QR_4_1","QR_5_1","Dates_of_Review","rating_ela_grade_8_pct_rs","rating_mth_grade_8_pct_rs","gender_female_pct","gender_male_pct","ELL","IEP","cap_sc_pct"
"01M292","Orchard Collegiate Academy","High School","226","0.74","0.8","0.71","0.88","0.86","0.89","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","2017-04-01T00:00:00.000","2.78","2.36","0.447","0.553","0.08","0.288","0.004"
"01M448","University Neighborhood High School","High School","492","0.85","0.91","0.87","0.92","0.92","0.93","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","2019-05-01T00:00:00.000","2.97","3.02","0.474","0.526","0.136","0.161","0.002"
"01M450","East Side Community School","High School","364","No Data","No Data","No Data","1","0.97","1","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","2019-12-01T00:00:00.000","3.03","2.96","0.505","0.495","0.011","0.245","0"
"01M509","Marta Valle High School","High School","97","0.8","0.93","0.81","0.89","0.98","0.99","Developing","Developing","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","2.82","2.2","0.567","0.433","0.082","0.258","0.021"
"01M539","New Explorations into Science, Technology and Math","High School","654","0.8","0.79","0.74","0.82","0.92","0.87","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Well Developed","2017-04-01T00:00:00.000","3.67","3.89","0.502","0.498","0.003","0.145","0.002"
"01M696","Bard High School Early College","High School","613","0.86","0.87","0.81","0.92","0.87","0.92","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Developing","Proficient","2018-11-01T00:00:00.000","3.85","4.09","0.571","0.429","0","0.106","0"
"02M047","47 The American Sign Language and English Secondar","High School","232","0.65","0.59","0.66","0.64","0.83","0.75","Well Developed","Proficient","Proficient","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-02-12T00:00:00.000","2.9","2.67","0.711","0.289","0.047","0.246","0.004"
"02M135","The Urban Assembly School for Emergency Management","High School","256","0.77","0.8","0.65","0.71","0.87","0.75","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-10-01T00:00:00.000","2.86","2.48","0.52","0.48","0.043","0.215","0.004"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","High School","416","0.68","0.75","0.69","0.77","0.88","0.84","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2018-11-01T00:00:00.000","2.71","2.57","0.373","0.627","0.053","0.26","0"
"02M260","The Clinton School","High School","486","No Data","No Data","No Data","0.83","0.83","0.87","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2018-12-01T00:00:00.000","3.69","3.62","0.673","0.327","0","0.183","0.002"
"02M280","Manhattan Early College School for Advertising","High School","445","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Well Developed","Proficient","2018-10-01T00:00:00.000","2.95","2.76","0.524","0.476","0.047","0.157","0.002"
"02M282","Urban Assembly Maker Academy","High School","435","0.77","0.89","0.76","0.94","0.89","0.93","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-11-01T00:00:00.000","2.94","2.74","0.326","0.674","0.051","0.202","0"
"02M288","Food and Finance High School","High School","379","0.77","0.73","0.66","0.61","0.75","0.69","Proficient","Proficient","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Developing","2017-05-01T00:00:00.000","2.83","2.63","0.594","0.406","0.037","0.214","0"
"02M294","Essex Street Academy","High School","338","No Data","No Data","No Data","1","0.97","0.99","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2019-11-01T00:00:00.000","3","2.72","0.577","0.423","0.033","0.257","0"
"02M296","High School of Hospitality Management","High School","337","No Data","No Data","No Data","0.95","0.8","0.96","Developing","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Developing","Developing","Developing","2019-02-01T00:00:00.000","2.64","2.35","0.632","0.368","0.077","0.258","0.006"
"02M298","Pace High School","High School","549","No Data","No Data","No Data","0.86","0.8","0.91","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Proficient","Proficient","2018-10-01T00:00:00.000","2.96","2.76","0.552","0.448","0.031","0.184","0.016"
"02M300","Urban Assembly School of Design and Construction,","High School","263","0.82","0.76","0.75","0.86","0.8","0.9","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Developing","Proficient","Proficient","2019-04-01T00:00:00.000","2.62","2.55","0.342","0.658","0.076","0.289","0.004"
"02M303","Facing History School, The","High School","350","0.78","0.91","0.84","0.94","0.93","0.98","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Well Developed","Proficient","2019-11-01T00:00:00.000","2.65","2.38","0.477","0.523","0.094","0.246","0"
"02M305","Urban Assembly Academy of Government and Law, The","High School","322","0.75","0.85","0.64","0.88","0.85","0.86","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","2017-01-01T00:00:00.000","2.89","2.6","0.559","0.441","0.034","0.227","0"
"02M308","Lower Manhattan Arts Academy","High School","314","0.6","0.48","0.51","0.54","0.72","0.71","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2018-03-01T00:00:00.000","2.7","2.28","0.653","0.347","0.054","0.347","0.013"
"02M316","Urban Assembly School of Business for Young Women,","High School","178","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Developing","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","2017-01-01T00:00:00.000","2.87","2.53","1","0","0.09","0.146","0"
"02M374","Gramercy Arts High School","High School","449","0.74","0.68","0.63","0.74","0.8","0.84","Proficient","Developing","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-01-01T00:00:00.000","3.06","2.74","0.682","0.318","0.018","0.18","0.007"
"02M376","NYC iSchool","High School","465","0.84","0.89","0.85","0.93","0.88","0.95","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2016-02-05T00:00:00.000","3.69","3.71","0.574","0.426","0.011","0.194","0.006"
"02M392","Manhattan Business Academy","High School","406","No Data","No Data","No Data","No Data","No Data","No Data","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-03-03T00:00:00.000","2.86","2.62","0.446","0.554","0.062","0.197","0.005"
"02M393","Business Of Sports School","High School","428","0.65","0.88","0.66","0.93","0.89","0.89","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-10-01T00:00:00.000","2.59","2.33","0.322","0.678","0.068","0.262","0"
"02M399","The High School For Language And Diplomacy","High School","274","0.65","0.54","0.6","0.44","0.65","0.61","Proficient","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-05-01T00:00:00.000","2.81","2.63","0.518","0.482","0.102","0.186","0.011"
"02M400","High School for Environmental Studies","High School","1,133","0.8","0.82","0.73","0.78","0.84","0.86","Well Developed","Proficient","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2018-01-01T00:00:00.000","2.99","2.93","0.516","0.484","0.066","0.177","0.017"
"02M407","Institute for Collaborative Education","High School","278","No Data","No Data","No Data","0.97","0.95","0.96","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2020-01-01T00:00:00.000","2.71","2.78","0.453","0.547","0","0.212","0"
"02M408","Professional Performing Arts High School","High School","460","0.78","0.96","0.78","0.94","0.88","0.92","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2018-03-01T00:00:00.000","3.47","3.41","0.737","0.263","0.002","0.163","0"
"02M411","Baruch College Campus High School","High School","487","0.72","0.9","0.78","1","0.87","0.91","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Well Developed","Proficient","2017-11-01T00:00:00.000","3.73","3.9","0.606","0.394","0.008","0.148","0"
"02M412","N.Y.C. Lab School for Collaborative Studies","High School","514","0.86","0.89","0.83","0.95","0.93","0.95","Well Developed","Well Developed","Proficient","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-01-07T00:00:00.000","3.73","3.88","0.477","0.523","0.004","0.195","0"
"02M413","School of the Future High School","High School","434","0.78","0.88","0.76","0.86","0.89","0.86","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2019-02-01T00:00:00.000","3.31","3.31","0.498","0.502","0","0.212","0.002"
"02M414","N.Y.C. Museum School","High School","454","0.76","0.63","0.77","0.57","0.81","0.73","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","3.6","3.65","0.515","0.485","0.002","0.211","0.004"
"02M416","Eleanor Roosevelt High School","High School","541","0.87","0.86","0.87","0.89","0.87","0.9","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2017-04-01T00:00:00.000","4","4.18","0.59","0.41","0","0.155","0"
"02M418","Millennium High School","High School","674","0.84","0.86","0.83","0.85","0.76","0.88","Proficient","Developing","Developing","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-03-01T00:00:00.000","3.79","3.97","0.577","0.423","0.001","0.135","0"
"02M419","Landmark High School","High School","335","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","2017-12-01T00:00:00.000","2.68","2.36","0.543","0.457","0.057","0.215","0"
"02M420","High School for Health Professions and Human Servi","High School","1,822","0.79","0.82","0.74","0.8","0.8","0.85","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2019-04-01T00:00:00.000","3.18","3.22","0.72","0.28","0.041","0.128","0.003"
"02M422","Quest to Learn","High School","383","0.94","0.94","0.93","0.91","0.92","0.91","Proficient","Proficient","Developing","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","Developing","2017-03-01T00:00:00.000","2.86","2.62","0.384","0.616","0.031","0.277","0.005"
"02M425","Leadership and Public Service High School","High School","361","0.7","0.93","0.8","0.9","0.81","0.92","Developing","Developing","Developing","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Developing","2017-01-01T00:00:00.000","2.85","2.62","0.562","0.438","0.039","0.219","0.003"
"02M427","Manhattan Academy For Arts & Language","High School","210","0.97","1","1","1","1","1","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","2020-03-01T00:00:00.000","1.99","1.97","0.495","0.505","0.6","0.095","0.01"
"02M432","Murray Hill Academy","High School","263","0.86","0.92","0.84","0.87","0.9","0.92","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2018-02-01T00:00:00.000","2.7","2.45","0.494","0.506","0.019","0.259","0.004"
"02M437","Hudson High School of Learning Technologies","High School","458","0.61","0.51","0.62","0.45","0.69","0.61","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-11-01T00:00:00.000","2.73","2.5","0.314","0.686","0.083","0.266","0.017"
"02M438","International High School at Union Square","High School","351","0.84","0.95","0.85","0.94","0.92","0.96","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","1.89","2.16","0.373","0.627","0.718","0.043","0"
"02M439","Manhattan Village Academy","High School","460","0.83","0.84","0.79","0.9","0.89","0.91","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2014-12-09T00:00:00.000","3.35","3.37","0.607","0.393","0.017","0.146","0"
"02M449","Vanguard High School","High School","424","No Data","No Data","No Data","No Data","No Data","No Data","Proficient","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2019-03-01T00:00:00.000","2.73","2.43","0.488","0.512","0.024","0.241","0.002"
"02M459","Manhattan International High School","High School","301","0.85","0.95","0.8","0.97","0.91","0.94","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","2019-11-01T00:00:00.000","1.9","2.2","0.482","0.518","0.664","0.023","0.003"
"02M475","Stuyvesant High School","High School","3,381","0.84","0.84","0.84","0.9","0.86","0.91","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2019-01-01T00:00:00.000","4.18","4.39","0.431","0.569","0","0.004","0"
"02M489","High School of Economics and Finance","High School","738","0.78","0.8","0.7","0.76","0.77","0.76","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","2019-05-01T00:00:00.000","2.9","2.89","0.457","0.543","0.045","0.179","0.001"
"02M500","Unity Center for Urban Technologies","High School","267","0.76","0.99","0.81","No Data","No Data","0.89","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","2016-12-01T00:00:00.000","2.76","2.57","0.307","0.693","0.06","0.202","0.004"
"02M507","Urban Assembly Gateway School for Technology","High School","453","No Data","No Data","No Data","No Data","No Data","No Data","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2016-05-18T00:00:00.000","2.99","2.92","0.212","0.788","0.038","0.227","0"
"02M519","Talent Unlimited High School","High School","532","0.84","0.88","0.75","0.91","0.92","0.97","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-02-01T00:00:00.000","3.28","3.08","0.748","0.252","0.008","0.132","0"
"02M520","Murry Bergtraum High School for Business Careers","High School","114","0.52","0.83","0.6","0.86","0.91","0.81","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-01-01T00:00:00.000","2.82","2.49","0.614","0.386","0.026","0.105","0"
"02M529","Jacqueline Kennedy Onassis High School","High School","302","0.58","0.58","0.64","0.6","0.81","0.71","Developing","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-11-01T00:00:00.000","2.68","2.42","0.523","0.477","0.063","0.222","0.04"
"02M531","Repertory Company High School for Theatre Arts","High School","237","0.75","0.8","0.68","0.84","0.85","0.85","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2019-11-01T00:00:00.000","3.34","3.12","0.793","0.207","0","0.173","0"
"02M533","Union Square Academy for Health Sciences","High School","404","0.75","0.76","0.7","0.8","0.89","0.85","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Well Developed","2018-11-01T00:00:00.000","2.84","2.71","0.686","0.314","0.057","0.176","0.002"
"02M534","Harvest Collegiate High School","High School","440","0.55","0.81","0.61","0.96","0.91","0.86","Proficient","Developing","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2017-02-01T00:00:00.000","3.01","2.77","0.573","0.427","0.03","0.234","0.009"
"02M542","Manhattan Bridges High School","High School","520","0.89","0.85","0.87","0.87","0.92","0.88","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-01-22T00:00:00.000","2.44","2.66","0.506","0.494","0.362","0.054","0"
"02M543","New Design High School","High School","454","0.77","0.88","0.79","0.79","0.76","0.93","Proficient","Well Developed","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2018-05-01T00:00:00.000","2.69","2.4","0.628","0.372","0.04","0.286","0"
"02M545","High School for Dual Language and Asian Studies","High School","396","0.57","0.67","0.69","0.6","0.89","0.73","Proficient","Proficient","Proficient","Proficient","Developing","Well Developed","Well Developed","Proficient","Proficient","Developing","2017-03-01T00:00:00.000","3.21","3.99","0.586","0.414","0.131","0.03","0"
"02M546","Academy for Software Engineering","High School","453","0.68","0.86","0.67","0.84","0.84","0.89","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2018-02-01T00:00:00.000","2.97","2.98","0.166","0.834","0.046","0.256","0.002"
"02M551","Urban Assembly New York Harbor School","High School","523","0.58","0.86","0.64","0.93","0.86","0.87","Developing","Developing","Developing","Well Developed","Developing","Well Developed","Well Developed","Proficient","Proficient","Proficient","2017-01-01T00:00:00.000","3.07","2.92","0.338","0.662","0.01","0.247","0"
"02M580","Richard R. Green High School of Teaching","High School","352","0.84","0.83","0.82","0.83","0.89","0.9","Proficient","Proficient","Developing","Proficient","Developing","Well Developed","Proficient","Proficient","Proficient","Proficient","2017-04-01T00:00:00.000","2.86","2.65","0.659","0.341","0.04","0.207","0.003"
"02M600","The High School of Fashion Industries","High School","1,589","0.78","0.85","0.76","0.92","0.9","0.91","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2019-05-01T00:00:00.000","3.06","2.78","0.896","0.104","0.03","0.172","0.035"
"02M605","Humanities Preparatory Academy","High School","261","0.83","0.91","0.98","0.93","0.96","1","Well Developed","Proficient","Proficient","Proficient","Well Developed","Well Developed","Proficient","Proficient","Well Developed","Well Developed","2018-01-01T00:00:00.000","3","2.69","0.544","0.456","0.042","0.192","0.004"
"02M615","Chelsea Career and Technical Education High School","High School","449","0.71","0.78","0.67","0.77","0.89","0.82","Proficient","Developing","Proficient","Proficient","Developing","Developing","Proficient","Under Developed","Proficient","Proficient","2018-03-01T00:00:00.000","2.92","2.79","0.272","0.728","0.049","0.232","0.004"
"02M630","Art and Design High School","High School","1,465","0.69","0.74","0.68","0.79","0.87","0.83","Proficient","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-10-01T00:00:00.000","3.36","3.17","0.666","0.334","0.008","0.22","0.018"
"02M655","Life Sciences Secondary School","High School","394","0.91","0.96","0.91","0.96","0.91","0.97","Developing","Developing","Developing","Developing","Proficient","No Data","No Data","No Data","No Data","No Data","2016-04-12T00:00:00.000","2.69","2.46","0.51","0.49","0.099","0.208","0.018"
"03M291","West End Secondary School","High School","217","0.83","0.79","0.69","0.83","0.94","0.88","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","No Data","No Data","No Data","No Data","No Data","2016-05-31T00:00:00.000","3.49","3.39","0.608","0.392","0","0.235","0"
"03M299","The Maxine Greene HS for Imaginative Inquiry","High School","285","No Data","No Data","No Data","0.88","0.87","0.91","Developing","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2018-01-01T00:00:00.000","2.69","2.4","0.519","0.481","0.14","0.249","0.028"
"03M307","Urban Assembly School for Media Studies, The","High School","409","0.79","0.95","0.74","0.94","0.93","0.92","Well Developed","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2017-05-01T00:00:00.000","2.8","2.54","0.526","0.474","0.024","0.166","0.002"
"03M402","The Urban Assembly School for Green Careers","High School","305","0.69","0.76","0.75","0.69","0.75","0.83","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Well Developed","Well Developed","2018-01-01T00:00:00.000","2.76","2.48","0.416","0.584","0.108","0.226","0"
"03M403","The Global Learning Collaborative","High School","419","0.77","0.86","0.82","0.91","0.88","0.84","Proficient","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2017-05-01T00:00:00.000","2.73","2.6","0.487","0.513","0.095","0.222","0.005"
"03M415","Wadleigh Secondary School for the Performing & Vis","High School","226","0.79","0.86","0.75","0.87","0.85","0.81","Developing","Developing","Developing","Developing","Developing","Developing","Proficient","Proficient","Proficient","Developing","2018-05-01T00:00:00.000","2.87","2.45","0.673","0.327","0.035","0.212","0.004"
"03M417","Frank McCourt High School","High School","402","0.81","0.86","0.77","0.88","0.89","0.92","Proficient","Proficient","Proficient","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","Proficient","2017-11-01T00:00:00.000","3.22","3.22","0.547","0.453","0.017","0.211","0"
"03M479","Beacon High School","High School","1,469","0.86","0.67","0.74","0.63","0.8","0.77","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2018-04-01T00:00:00.000","3.91","3.98","0.626","0.374","0.001","0.128","0.003"
"03M485","Fiorello H. LaGuardia High School of Music & Art a","High School","2,946","0.76","0.73","0.75","0.77","0.82","0.88","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2017-01-01T00:00:00.000","3.89","3.99","0.757","0.243","0.002","0.03","0"
"03M492","High School for Law, Advocacy and Community Justic","High School","405","0.72","0.62","0.66","0.73","0.94","0.81","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Well Developed","Proficient","2018-04-01T00:00:00.000","2.86","2.58","0.593","0.407","0.044","0.156","0.002"
"03M494","High School of Arts and Technology","High School","459","0.67","0.67","0.44","0.62","0.59","0.69","Developing","Developing","Under Developed","Developing","Developing","Proficient","Proficient","Developing","Proficient","Under Developed","2016-10-01T00:00:00.000","2.69","2.49","0.333","0.667","0.072","0.235","0.033"
"03M541","Manhattan / Hunter Science High School","High School","455","0.8","0.76","0.78","0.83","0.79","0.86","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2019-05-01T00:00:00.000","3.86","3.98","0.602","0.398","0.004","0.143","0"
"03M859","Special Music School","High School","175","0.67","0.81","0.72","0.87","0.95","0.85","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2020-01-01T00:00:00.000","3.64","3.56","0.503","0.497","0.006","0.154","0"
"03M860","Frederick Douglass Academy II Secondary School","High School","248","0.72","0.74","0.66","0.76","0.9","0.84","Proficient","Developing","Proficient","Well Developed","Proficient","Well Developed","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","2.51","2.27","0.415","0.585","0.089","0.25","0"
"04M372","Esperanza Preparatory Academy","High School","313","0.74","0.85","0.69","0.88","0.93","0.9","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-12-01T00:00:00.000","2.54","2.31","0.425","0.575","0.342","0.198","0.061"
"04M435","Manhattan Center for Science and Mathematics","High School","1,647","0.96","0.96","0.97","0.95","0.83","0.94","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2017-11-01T00:00:00.000","3.47","3.62","0.502","0.498","0.055","0.14","0.002"
"04M495","Park East High School","High School","380","No Data","No Data","No Data","0.96","0.89","0.96","Well Developed","Proficient","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2016-11-01T00:00:00.000","3.02","2.98","0.503","0.497","0.029","0.203","0"
"04M555","Central Park East High School","High School","512","0.87","0.95","0.86","0.96","0.89","0.95","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","No Data","No Data","No Data","No Data","No Data","2015-03-18T00:00:00.000","3.5","3.57","0.645","0.355","0.012","0.156","0"
"04M610","Young Women's Leadership School","High School","322","0.89","0.89","0.83","0.9","0.86","0.9","Well Developed","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Well Developed","Proficient","2020-01-01T00:00:00.000","3.3","3.22","1","0","0.019","0.193","0"
"04M680","Heritage School, The","High School","311","0.71","0.9","0.64","0.9","0.81","0.89","Developing","Developing","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Proficient","2017-04-01T00:00:00.000","2.59","2.29","0.511","0.489","0.068","0.209","0.003"
"05M148","Eagle Academy for Young Men of Harlem","High School","238","0.55","0.58","0.57","0.57","0.78","0.75","Proficient","Proficient","Proficient","Well Developed","Proficient","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","2016-12-01T00:00:00.000","2.66","2.37","0","1","0.063","0.277","0.063"
"05M157","The Urban Assembly School for Global Commerce","High School","233","0.7","0.7","0.62","0.63","0.83","0.73","Proficient","Developing","Developing","Well Developed","Proficient","Well Developed","Well Developed","Proficient","Proficient","Proficient","2017-02-01T00:00:00.000","2.53","2.24","0.485","0.515","0.099","0.326","0.056"
"05M304","Mott Hall High School","High School","239","0.66","0.71","0.59","0.69","0.82","0.75","Developing","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2016-12-01T00:00:00.000","2.45","2.16","0.49","0.51","0.18","0.289","0.004"
"05M362","Columbia Secondary School","High School","406","0.92","0.82","0.74","0.89","0.9","0.96","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","2018-12-01T00:00:00.000","3.78","4.04","0.51","0.49","0.005","0.16","0"
"05M369","Urban Assembly School for the Performing Arts","High School","379","No Data","No Data","No Data","No Data","No Data","No Data","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","Proficient","2017-02-01T00:00:00.000","2.65","2.33","0.784","0.216","0.063","0.235","0.047"
"05M499","Frederick Douglass Academy","High School","837","0.78","0.79","0.78","0.78","0.85","0.86","Developing","Developing","Developing","Developing","Developing","Developing","Developing","Developing","Developing","Developing","2018-02-01T00:00:00.000","2.94","2.72","0.467","0.533","0.045","0.16","0.007"
"05M670","Thurgood Marshall Academy for Learning and Social","High School","374","0.67","0.67","0.64","0.62","0.8","0.72","Proficient","Developing","Proficient","Well Developed","Well Developed","Well Developed","Proficient","Proficient","Well Developed","Proficient","2017-11-01T00:00:00.000","2.84","2.47","0.508","0.492","0.035","0.238","0.021"
"05M692","High School for Mathematics, Science and Engineeri","High School","485","No Data","No Data","No Data","0.94","0.85","0.93","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Well Developed","Proficient","Well Developed","Proficient","Proficient","2019-11-01T00:00:00.000","4","4.27","0.375","0.625","0","0.056","0"
"84K693","Northside Charter High School","High School","392","0.71","0.69","0.69","0.71","0.82","0.79","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","No Data","2.82","2.61","0.551","0.449","0.043","0.196","0.005"
"06M211","Inwood Early College for Health and Information Te","High School","459","0.72","0.78","0.69","0.78","0.9","0.88","Proficient","Developing","Developing","Proficient","Developing","Proficient","Proficient","Proficient","Proficient","Proficient","2017-05-01T00:00:00.000","2.84","2.71","0.449","0.551","0.098","0.242","0"
